X,Y,NAME,ADDRESS,FACUSE,LEVEL_,STATUS,PHONE,TOTAL_STUD,SSL,GIS_ID,WEB_URL,BLDG_NUM,SCH_PROG,CAPITALGAINS,CAPACITY,YEAR_BUILT,SQUARE_FOOTAGE,POPULATION_PLAN,LONGITUDE,LATITUDE,SCHOOL_YEA,LEA_NAME,LEA_ID,SCHOOL_NAM,SCHOOL_ID,GRADES,MAR_ID,XCOORD,YCOORD,ZIPCODE,PK3,PK4,UN_CE,FACILITY_ID,GLOBALID,CREATOR,CREATED,EDITOR,EDITED,OBJECTID
-77.0358605944281,38.9295522271806,Columbia Heights Education Campus 6–8 (CHEC),3101 16TH STREET NW,Education Campus,MS,Active,202-939-7700,429, ,dcps_475,http://www.checdc.org,442,475,N,,,,,-77.03585831,38.92954477,2023-2024,District of Columbia Public Schools,1,Columbia Heights Education Campus 6–8 (CHEC),442,6th-12th,234375,396890.8,140185.59,20010,,,,DGS_0472.0,{54703FD1-1275-4134-B370-0AE14114BEEE},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1319
-77.0358605944281,38.9295522271806,Columbia Heights Education Campus 9–12 (CHEC),3101 16TH STREET NW,Education Campus,HS,Active,202-939-7700,429, ,dcps_976,http://www.checdc.org,442,475,N,,,,,-77.03585831,38.92954477,2023-2024,District of Columbia Public Schools,1,Columbia Heights Education Campus 9–12 (CHEC),442,6th-12th,234375,396890.8,140185.59,20010,,,,DGS_0472.0,{E725B430-BCD0-4B28-8CAB-CF9FA4EBA85B},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1320
-77.0195805300924,38.9672920127715,Coolidge High School,6315 5TH STREET NW,High School,HS,Active,202-671-6080,547, ,dcps_455,http://www.coolidgeshs.org/,455,455,N,1240,1940,271300,1100,-77.01957835,38.96728457,2023-2024,District of Columbia Public Schools,1,Coolidge High School,455,9th-12th,294615,398303.3,144374.62,20012,,,,DGS_0710.0,{2D0B6ACA-11F6-4427-82B7-91C5F7C6B939},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1321
-77.0752013665178,38.9529042028224,Deal Middle School,3815 FORT DRIVE NW,Middle School,MS,Active,202-939-2010,1014, ,dcps_405,http://alicedeal.org/,405,405,N,900,1931,180000,850,-77.07519907,38.95289674,2023-2024,District of Columbia Public Schools,1,Deal Middle School,405,6th-8th,277548,393481.78,142779.94,20016,,,,DGS_0529.0,{013E3EB7-C35C-477F-A127-91660E2569C5},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1322
-77.0305435214428,38.9447023725982,Dorothy I. Height Elementary School,1300 ALLISON STREET NW,Elementary School,ES,Active,202-723-4100,,,dcps_977,http://www.dorothyheightes.org/,349,,,,,,,-77.030541,38.9447,2023-2024,District of Columbia Public Schools,1,Dorothy I. Height Elementary School,349,PK3-5th,255251,397352.45,141867.84,20011,,,,DGS_0775.0,{4CAD560A-FEA7-4556-A947-E13EF69E9332},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1323
-76.9199292547491,38.8960014304797,Drew Elementary School,5600 EADS STREET NE,Elementary School,ES,Active,202-671-6040,181, ,dcps_231,http://www.drewelementary.org/,231,231,N,,,,,-76.91992701,38.89599397,2023-2024,District of Columbia Public Schools,1,Drew Elementary School,231,PK3-5th,277686,406946.23,136463.61,20019,,,,DGS_0687.0,{A40201FB-9B32-48AC-A921-AB80DCB769C9},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1324
-77.0703098743125,38.9134538317844,Duke Ellington School of the Arts,3500 R STREET NW,High School/Specialized,HS,Active,202-282-0123,517, ,dcps_471,http://www.ellingtonschool.org,471,471,N,500,1898,167500,700,-77.070308,38.913446,2023-2024,District of Columbia Public Schools,1,Duke Ellington School of the Arts,471,9th-12th,294569,393902.4,138400.27,20007,,,,DGS_0526.0,{AE6A2004-AD48-424E-9EB0-849CD7DDD435},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1325
-77.0126937526778,38.9076340080213,Dunbar High School,101 N ST NW,High School,HS,Active,202-698-3762,514, ,dcps_467,http://www.dunbarhsdc.org/,467,940,N,1095,1977,343400,1600,-77.012691,38.907627,2023-2024,District of Columbia Public Schools,1,Dunbar High School,467,9th-12th,309947,398899.21,137751.95,20001,,,,DGS_0272.0,{B5A17CF1-6E9F-4291-815A-FA1B4D6D9FFB},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1326
-77.0195805300924,38.9672920127715,Early College Academy at Coolidge High School,6315 5TH STREET NW,High School/Specialized,HS,Active,202-671-6080,547, ,dcps_456,http://www.coolidgeshs.org/,455,455,N,1240,1940,271300,1100,-77.01957835,38.96728457,2023-2024,District of Columbia Public Schools,1,Early College Academy at Coolidge High School,455,9th-12th,294615,398303.3,144374.62,20012,,,,DGS_0710.0,{751882C2-50C4-48D7-9FDC-DA2C48ADCCF7},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1327
-76.9796865584152,38.8904101151262,Eastern High School,1700 EAST CAPITOL STREET NE,High School,HS,Active,202-698-4500,303, ,dcps_457,http://easternhighschooldc.org/intro/,457,457,N,1425,1923,288800,6,-76.97968429,38.89040266,2023-2024,District of Columbia Public Schools,1,Eastern High School,457,9th-12th,289529,401762.5,135840.08,20003,,,,DGS_0181.0,{0AD65226-B82C-4BA9-9B51-E2B77423AF3F},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1328
-77.0658234329553,38.9327345302458,Eaton Elementary School,3301 LOWELL STREET NW,Elementary School,ES,Active,202-282-0103,457, ,dcps_232,http://www.eatondc.org/,232,232,N,418,1911,49100,400,-77.06582114,38.93272707,2023-2024,District of Columbia Public Schools,1,Eaton Elementary School,232,PK4-5th,294562,394293.04,140540.3,20008,,,,DGS_0507.0,{B4F7DFB6-E1FC-4B76-A436-C28048DE355F},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1329
-76.9789801842028,38.8924389462972,Eliot-Hine Middle School,1830 CONSTITUTION AVENUE NE,Middle School,MS,Active,202-939-5380,348, ,dcps_407,http://www.eliothinemiddleschool.org/,407,407,Y,850,1931,155100,450,-76.97897792,38.89243149,2023-2024,District of Columbia Public Schools,1,Eliot-Hine Middle School,407,6th-8th,286499,401823.73,136065.31,20002,,,,DGS_0359.0,{9DD14FF3-53F5-45CB-928A-552BF74D78F8},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1330
-76.9953568364176,38.859769537679,Excel Academy,2501 MARTIN LUTHER KING JR AVENUE SE,Education Campus,EC,Active,202-373-0097,,,dcps_981,http://www.excelpcs.org,318,,,,,,,-76.995355,38.859762,2023-2024,District of Columbia Public Schools,1,Excel Academy,318,PK3-8th,278172,400403.19,132438.56,20020,,,,DGS_0782.0,{011D8F75-91CA-4AE7-9E88-E150F0954D8A},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1331
-77.0686161905959,38.9155164871839,Fillmore Arts Center (West),1819 35TH STREET NW,Specialized School,AC,Active,202-729-3796,0, ,dcps_923,http://www.fillmoreartscenter.org/,0,0,N,,,,,-77.0686139,38.91550903,2023-2024,District of Columbia Public Schools,1,Fillmore Arts Center (West),0,6th-8th,274432,394049.46,138629.13,20007,,,,N/A,{8A491ACE-0995-4E44-BEE6-0BE4DCD25EC3},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1332
-76.9708070368325,38.8517408214861,Garfield Elementary School,2435 ALABAMA AVENUE SE,Elementary School,ES,Active,202-671-6140,240, ,dcps_238,http://www.myschooldc.org/schools/profile/37/,238,238,N,446,1977,58908,400,-76.97080478,38.85173338,2023-2024,District of Columbia Public Schools,1,Garfield Elementary School,238,PK3-5th,278160,402534.22,131547.71,20020,,,,DGS_0421.0,{7C5B5AC3-31F0-4788-8857-37E9B574ADC7},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1333
-77.0286148379241,38.9139087472585,Garrison Elementary School,1200 S STREET NW,Elementary School,ES,Active,202-673-7263,237, ,dcps_239,http://www.garrisonelementary.org/,239,239,N,474,1964,60200,325,-77.02861256,38.91390129,2023-2024,District of Columbia Public Schools,1,Garrison Elementary School,239,PK3-5th,294509,397518.52,138448.81,20009,,,,DGS_0242.0,{EE35A6EA-9BD0-4A97-ABC8-7165A43DFCDA},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1334
-77.0388128697178,38.9239505430781,H.D. Cooke Elementary School,2525 17TH STREET NW,Elementary School,ES,Active,202-939-5390,396, ,dcps_227,http://www.hdcookeschool.org/,227,227,N,,,,,-77.03881058,38.92394309,2023-2024,District of Columbia Public Schools,1,H.D. Cooke Elementary School,227,PK3-5th,235863,396634.55,139563.86,20009,,,,DGS_0430.0,{82815678-94BF-49E6-B127-9EEC65DFFEE3},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1335
-77.0686161905959,38.9155164871839,Hardy Middle School,1819 35TH STREET NW,Middle School,MS,Active,202-729-4350,412, ,dcps_246,http://www.hardyms.org,246,246,Y,,,,,-77.0686139,38.91550903,2023-2024,District of Columbia Public Schools,1,Hardy Middle School,246,6th-8th,274432,394049.46,138629.13,20007,,,,DGS_0355.0,{75417828-1104-4E38-B82E-C2E0E13F88FC},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1336
-76.9971810142341,38.8377453130832,Hart Middle School,601 MISSISSIPPI AVENUE SE,Middle School,MS,Active,202-671-6426,530, ,dcps_413,http://www.charleshartmiddle.org/,413,413,Y,1110,1956,210700,550,-76.99717875,38.83773787,2023-2024,District of Columbia Public Schools,1,Hart Middle School,413,6th-8th,5534,400244.94,129993.71,20032,,,,DGS_0698.0,{A235F264-419E-4C10-AE13-398D63E32C31},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1337
-77.0719575161002,38.9407301065624,Hearst Elementary School,3950 37TH STREET NW,Elementary School,ES,Active,202-282-0106,257, ,dcps_258,http://www.hearstes.org/,258,258,N,181,1932,17400,325,-77.07195522,38.94072265,2023-2024,District of Columbia Public Schools,1,Hearst Elementary School,258,PK4-5th,294586,393761.89,141428.28,20008,,,,DGS_0550.0,{A8605332-6694-40B7-A5E2-7B9E67DF4B3F},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1338
-76.9991871134438,38.8289933534677,Hendley Elementary School,425 CHESAPEAKE STREET SE,Elementary School,ES,Active,202-645-3450,341, ,dcps_249,http://profiles.dcps.dc.gov/Hendley+Elementary+School,249,249,N,559,1959,73200,325,-76.99918485,38.82898591,2023-2024,District of Columbia Public Schools,1,Hendley Elementary School,249,PK3-5th,24445,400070.78,129022.18,20032,,,,DGS_0596.0,{09CCB0BF-6AD9-4ABC-92DA-4266598D512A},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1339
-76.9299498970813,38.9054227781707,Houston Elementary School,1100 50TH PLACE NE,Elementary School,ES,Active,202-671-6170,223, ,dcps_251,http://www.myschooldc.org/schools/profile/44/,251,251,N,507,1962,59900,325,-76.92994765,38.90541532,2023-2024,District of Columbia Public Schools,1,Houston Elementary School,251,PK3-5th,156316,406076.15,137508.74,20019,,,,DGS_0219.0,{8CEAD329-4CF6-475C-AD73-85514376E943},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1340
-77.0645401573867,38.9080270930018,Hyde-Addison Elementary School,3219 O STREET NW,Elementary School,ES,Active,202-282-0170,329,   0830,dcps_252,http://profiles.dcps.dc.gov/Hyde-Addison+Elementary+School,252,,,,,,,-77.064538,38.90802,2023-2024,District of Columbia Public Schools,1,Hyde-Addison Elementary School,252,PK3-5th,294558,,,,,,,DGS_0427.0,{CEFBFD34-1A8C-407E-AFF5-6553B6197BF4},JLAY,2023/08/03 17:37:06+00,JLAY,2023/11/07 18:54:28+00,1341
-77.0192698973041,38.96686257823,Ida B. Wells Middle School,405 SHERIDAN STREET NW,Middle School,MS,Active,202-671-0693,,,dcps_974,http://nms.sdmf.schoolfusion.us/,0,,,,,,,-77.019578,38.967285,2023-2024,District of Columbia Public Schools,1,Ida B. Wells Middle School,1071,6th-8th,319880,398330.22,144326.94,20011,,,,N/A,{30F418BD-D89C-4DAE-86B0-0FFD2AA5DE84},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1342
-76.9763811799253,38.883438357611,Inspiring Youth Program,1901 D STREET SE,Youth Engagement,YE,Active,202-698-5978,60,,dcps_947,http://profiles.dcps.dc.gov/Inspiring+Youth+Program,480, ,N,,,,,-76.97637892,38.88343091,2023-2024,District of Columbia Public Schools,1,Inspiring Youth Program,480,Alternative,295133,402049.46,135066.23,20003,,,,DCPS_N/A,{B3D62CD2-B48B-45CD-BC26-51F20D78D68D},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1343
-76.9965912928373,38.9027654537884,J.O. Wilson Elementary School,660 K STREET NE,Elementary School,ES,Active,202-698-4733,382, ,dcps_339,http://profiles.dcps.dc.gov/J.O.+Wilson+Elementary+School,339,339,N,412,1961,98900,400,-76.99658902,38.902758,2023-2024,District of Columbia Public Schools,1,J.O. Wilson Elementary School,339,PK3-5th,288841,400295.87,137211.43,20002,,,,DGS_0695.0,{E5681FD7-8688-4995-94B2-DDEBED6C9645},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1344
-77.0777774984722,38.9501636048416,Jackson-Reed High School (formerly Wilson HS),3950 CHESAPEAKE STREET NW,High School,HS,Active,202-282-0120,1633,,dcps_463,http://www.wilsonhs.org/,463,463,N,1485,1935,271300,1600,-77.0777757,38.95015672,2023-2024,District of Columbia Public Schools,1,Wilson High School,463,9th-12th,294587,393258.18,142475.96,20016,,,,DGS_0551.0,{6ACFEF33-57FE-43BB-9648-2B19C99D5205},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1345
-77.0809971256341,38.9475578809036,Janney Elementary School,4130 ALBEMARLE STREET NW,Elementary School,ES,Active,202-282-0110,548, ,dcps_254,http://www.janneyschool.org/,254,254,N,364,1925,98200,550,-77.08099483,38.94755042,2023-2024,District of Columbia Public Schools,1,Janney Elementary School,254,PK4-5th,285713,392978.88,142186.88,20016,,,,DGS_0580.0,{91A55CFB-1326-4281-AA3D-E9DA1EE3382A},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1346
-77.0229129382855,38.8798783817875,Jefferson Middle School Academy,801 7TH STREET SW,Middle School,MS,Active,202-729-3270,89, ,dcps_415,http://www.jeffersontrojans.org/,433,415,Y,900,1940,109000,450,-77.02291066,38.87987093,2023-2024,District of Columbia Public Schools,1,Jefferson Middle School Academy,433,6th-8th,276812,398012.08,134671.03,20024,,,,DGS_0739.0,{42A75CCD-0B8C-412A-A1A0-9ACEAE07A728},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1347
-77.0324180638645,38.9511988196916,John Lewis Elementary School,1338 FARRAGUT STREET NW,Elementary School,ES,Active,202-576-6226,244, ,dcps_336,http://www.westschool.org/,336,336,N,281,1978,69600,450,-77.03241633,38.95119327,2023-2024,District of Columbia Public Schools,1,West Elementary School,336,PK3-5th,317768,397190.1,142588.69,20011,,,,DGS_0179.0,{B3948460-3761-4A0E-A1C9-09837F57E4C1},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/23 17:42:28+00,1348
-76.9837059452072,38.8513443505593,Johnson Middle School,1400 BRUCE PLACE SE,Middle School,MS,Active,202-939-3140,252, ,dcps_416,http://profiles.dcps.dc.gov/Johnson+Middle+School,416,416,N,,1969,277000,,-76.98370368,38.85133691,2023-2024,District of Columbia Public Schools,1,Johnson Middle School,416,6th-8th,294520,401414.57,131503.42,20020,,,,DGS_0293.0,{1AF73DD3-810D-4883-841C-059206F2219A},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1349
-76.9324573183586,38.8933228241185,Kelly Miller Middle School,301 49TH STREET NE,Middle School,MS,Active,202-388-6870,328, ,dcps_421,http://kellymillerms.org/,421,421,Y,,,,,-76.93245515,38.89331541,2023-2024,District of Columbia Public Schools,1,Kelly Miller Middle School,421,6th-8th,294476,405859.65,136165.39,20019,,,,DGS_0462.0,{9BF1B6FB-CB1E-4069-88A7-4773EDB95DBE},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1350
-76.9836234271726,38.8660501419335,Ketcham Elementary School,1919 15TH STREET SE,Elementary School,ES,Active,202-698-1122,256, ,dcps_257,http://profiles.dcps.dc.gov/Ketcham+Elementary+School,257,257,N,461,1909,88300,325,-76.98362116,38.86604269,2023-2024,District of Columbia Public Schools,1,Ketcham Elementary School,257,PK3-5th,286537,401421.44,133135.87,20020,,,,DGS_0364.0,{3287D7E9-3F3D-4844-B1D2-371ED0251A5A},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1351
-77.1005296227178,38.9268092935177,Key Elementary School,5001 DANA PLACE NW,Elementary School,ES,Active,202-729-3280,386, ,dcps_272,http://keyschooldc.org/dcps/,272,272,N,,1929,,,-77.10052732,38.92680184,2023-2024,District of Columbia Public Schools,1,Key Elementary School,272,PK4-5th,294605,391283.15,139885.29,20016,,,,DGS_0653.0,{B5147EE4-FBB0-467E-BE21-61D8D8128BB1},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1352
-76.9571805468622,38.8833106531027,Kimball Elementary School,3375 MINNESOTA AVENUE SE,Elementary School,ES,Active,202-671-6260,313, 0831,dcps_259,http://profiles.dcps.dc.gov/Kimball+Elementary+School+%40+Davis,259,259,N,474,,,400,-76.957178,38.883303,2023-2024,District of Columbia Public Schools,1,Kimball Elementary School,259,PK3-5th,294565,,,,,,,DGS_0186.0,{04537901-FEFC-49F5-8D87-535AA5B15576},JLAY,2023/08/03 17:37:06+00,JLAY,2023/11/07 18:54:28+00,1353
-76.998241258726,38.842450628512,King Elementary School,3200 6TH STREET SE,Elementary School,ES,Active,202-939-4900,345, ,dcps_344,http://profiles.dcps.dc.gov/King+Elementary+School,344,344,N,525,1971,65500,400,-76.99823899,38.84244319,2023-2024,District of Columbia Public Schools,1,King Elementary School,344,PK3-5th,294557,400152.88,130516.03,20032,,,,DGS_0481.0,{82482869-2C09-4325-8CA9-78BD6F207169},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1354
-76.9801735687473,38.8712938528995,Kramer Middle School,1700 Q STREET SE,Middle School,MS,Active,202-939-3150,277, ,dcps_417,http://www.myschooldc.org/schools/profile/56/,417,417,N,655,1943,154000,550,-76.9801713,38.8712864,2023-2024,District of Columbia Public Schools,1,Kramer Middle School,417,6th-8th,289467,401720.71,133718.02,20020,,,,DGS_0332.0,{712441EF-CCEA-47D5-83BC-A4A501369160},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1355
-77.0680394194031,38.9666350188107,Lafayette Elementary School,5701 BROAD BRANCH ROAD NW,Elementary School,ES,Active,202-282-0116,707, ,dcps_261,http://www.lafayettehsa.org,261,261,N,486,1931,113600,550,-77.06803712,38.96662755,2023-2024,District of Columbia Public Schools,1,Lafayette Elementary School,261,PK4-5th,294611,394103.71,144303.7,20015,,,,DGS_0690.0,{35B1426C-967D-470E-BF77-158E016C0191},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1356
-76.9770841211669,38.9247116217499,Langdon Elementary School,1900 EVARTS STREET NE,Elementary School,ES,Active,202-576-6048,404, ,dcps_262,http://profiles.dcps.dc.gov/Langdon+Elementary+School,262,262,N,528,1930,101400,450,-76.97708185,38.92470416,2023-2024,District of Columbia Public Schools,1,Langdon Elementary School,262,PK3-5th,294532,401987.32,139647.88,20018,,,,DGS_0786.0,{8BFFACEA-4BFB-4187-99F7-5D36206E07AA},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1357
-77.0058926695347,38.915170351259,Langley Elementary School,101 T STREET NE,Elementary School,ES,Active,202-576-6034,375, ,dcps_965,http://www.langleyelementary.org/,370,0,N,,,,,-77.00588662,38.91516879,2023-2024,District of Columbia Public Schools,1,Langley Elementary School,370,PK3-5th,285757,399489.48,138589.14,20002,,,,DGS_0210.0,{51315D73-0FB7-4C12-989A-5919DEBD6E8B},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1358
-76.9998848198793,38.9599796093501,LaSalle-Backus Elementary School,501 RIGGS ROAD NE,Elementary School,ES,Active,202-671-6340,290, ,dcps_264,http://www.lasallebackus.com/,264,264,N,406,1957,63000,425,-76.99988254,38.95997214,2023-2024,District of Columbia Public Schools,1,LaSalle-Backus Elementary School,264,PK3-5th,294489,400010.18,143562.69,20011,,,,DGS_0661.0,{CE8A4B9F-5744-462C-84BA-F8EB04CBAEF9},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1359
-77.0128941847555,38.8282042225853,Leckie Education Campus,4201 MARTIN LUTHER KING JR AVENUE SW,Elementary School,ES,Active,202-645-3330,361, ,dcps_266,http://www.leckielionsdc.org/,266,266,N,471,1970,65000,400,-77.01289191,38.82819678,2023-2024,District of Columbia Public Schools,1,Leckie Education Campus,266,PK3-8th,294592,398880.58,128934.66,20032,,,,DGS_0593.0,{BE49A027-38CD-4126-97D3-E8B4C2320936},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1360
-76.9964947646537,38.8987515963816,Ludlow-Taylor Elementary School,659 G STREET NE,Elementary School,ES,Active,202-698-3244,258, ,dcps_271,http://www.ludlowtaylor.org,271,271,N,,,,,-76.99649249,38.89874414,2023-2024,District of Columbia Public Schools,1,Ludlow-Taylor Elementary School,271,PK3-5th,294494,400304.26,136765.86,20002,,,,DGS_0721.0,{D67C6C90-FF41-40F7-9BA6-113E366C0651},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1361
-76.9923185976602,38.9322838419059,Luke C. Moore High School,1001 MONROE STREET NE,Youth Engagement,YE,Active,202-281-3600,293, ,dcps_884,http://profiles.dcps.dc.gov/Luke+C.+Moore+High+School,884,884,N,,,,,-76.99231633,38.93227638,2023-2024,District of Columbia Public Schools,1,Luke C. Moore High School,884,9th-12th,294504,400666.21,140488.24,20017,,,,DGS_0205.0,{B841977C-1B7B-4DE3-BBF5-133D6C17EB84},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1362
-77.0277786912709,38.9436159783387,MacFarland Middle School,4400 IOWA AVENUE NW,Middle School,MS,Active,202-671-6033,,,dcps_973,http://profiles.dcps.dc.gov/MacFarland+Middle+School,420,,,,,,,-77.02777641,38.94360856,2023-2024,District of Columbia Public Schools,1,MacFarland Middle School,420,6th-7th,294595,397592.04,141746.55,20011,,,,DGS_0613.0,{FA7B3D6B-F7B5-43D6-813A-E829ADFEC9DA},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1363
-76.9834008359209,38.8416528356148,Malcolm X Elementary School @ Green,1500 MISSISSIPPI AVENUE SE,Elementary School,ES,Active,202-645-3409,261, ,dcps_308,http://profiles.dcps.dc.gov/Malcolm+X+Elementary+School+%40+Green,308,308,N,571,1973,110800,400,-76.98339857,38.8416454,2023-2024,District of Columbia Public Schools,1,Malcolm X Elementary School @ Green,308,PK3-5th,294523,401441.25,130427.6,20032,,,,DGS_0313.0,{4F167BBE-D2D5-4222-A093-9167778C4435},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1364
-77.0013647757232,38.8385194355978,Ballou High School,3401 4TH STREET SE,High School,HS,Active,202-645-3400,910, ,dcps_452,http://www.balloudc.org/,452,452,N,1565,1960,271300,1200,-77.0013625,38.83851166,2023-2024,District of Columbia Public Schools,1,Ballou High School,452,9th-12th,294567,399881.71,130079.64,20032,,,,DGS_0519.0,{F4BDABC9-7AEF-49ED-9D38-EA4C457FC7E5},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1365
-77.0013647757232,38.8385194355978,Ballou STAY High School,3401 4TH STREET SE,Youth Engagement,STAY,Active,202-645-3390,735, ,dcps_914,http://www.balloustay.com/,462,452A,N,,,,,-77.0013625,38.83851166,2023-2024,District of Columbia Public Schools,1,Ballou STAY High School,462,9th-12th,294567,399881.71,130079.64,20032,,,,DGS_0519.0,{E9179948-BBFC-40FD-A973-724EB15A7F77},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1366
-76.9337031672977,38.89700926754,Lorraine H. Whitlock Elementary School,533 48TH PLACE NE,Elementary School,ES,Active,202-671-6060,269, ,dcps_202,http://profiles.dcps.dc.gov/Aiton+Elementary+School,202,202,N,479,1960,57100,400,-76.93370092,38.89700181,2023-2024,District of Columbia Public Schools,1,Aiton Elementary School,202,PK3-5th,294490,405751.28,136574.53,20019,,,,DGS_0669.0,{FDE9AEAE-6943-4855-A367-43365ACDE4F7},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1367
-77.0878284954734,38.9342997626067,Mann Elementary School,4430 NEWARK STREET NW,Elementary School,ES,Active,202-282-0126,290, ,dcps_273,http://www.horacemanndc.org/,273,273,N,,,,,-77.08782619,38.93429231,2023-2024,District of Columbia Public Schools,1,Mann Elementary School,273,PK4-5th,294597,392385.28,140715.66,20016,,,,DGS_0616.0,{4933A118-B4E3-44E0-9D6A-A373E37B156E},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1368
-77.0408175346784,38.9191144700188,Marie Reed Elementary School,2201 18TH STREET NW,Elementary School,ES,Active,202-673-7308,357, ,dcps_284,http://mariereedes.org/,284,284,N,,,,,-77.040822,38.919112,2023-2024,District of Columbia Public Schools,1,Marie Reed Elementary School,284,PK3-5th,310614,396459.87,139027.66,20009,,,,DGS_0396.2,{E2CA7792-FE9C-49A3-A3BA-B5467EACABD2},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1369
-76.9890008581543,38.8922946631179,Maury Elementary School,1250 CONSTITUTION AVENUE NE,Elementary School,ES,Active,202-698-3838,387, ,dcps_274,http://www.mauryelementary.com,274,274,N,276,1886,46800,325,-76.988999,38.892287,2023-2024,District of Columbia Public Schools,1,Maury Elementary School,274,PK3-5th,294511,,,,,,,DGS_0258.0,{741872FC-C13B-4648-B7A2-31B8CD4CC40D},JLAY,2023/08/03 17:37:06+00,JLAY,2023/11/07 18:54:28+00,1370
-77.0048844675793,38.9152178897153,McKinley Middle School,151 T STREET NE,Middle School,MS,Active,202-281-3950,670, ,dcps_970,http://profiles.dcps.dc.gov/McKinley+Middle+School,435,458,N,,,,,-77.00412244,38.91522012,2023-2024,District of Columbia Public Schools,1,McKinley Middle School,435,6th-8th,296345,399642.48,138594.83,20002,,,,DGS_0283.0,{D5197B07-D798-4CAF-8C8A-CD64AB190277},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1371
